15:28:46.808 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/support/status],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.SupportController_app1.supportStatus(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.814 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/support/get_list],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.SupportController_app1.getSupportList(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.814 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/support/add],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.SupportController_app1.addSupport(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.815 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/support/terminate],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.SupportController_app1.supportTerminate(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.815 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/support/detail],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.SupportController_app1.supportDetail(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.815 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/support/add_two],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.SupportController_app1.addSupport2(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.816 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/support/respond],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.SupportController_app1.supportRespond(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.816 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/upload/index],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.UploadController_app1.uploadImageAndAudio(java.util.Map<java.lang.String, java.lang.Object>,org.springframework.web.multipart.MultipartFile)
15:28:46.818 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/user/tip],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.UserController_app1.getTip(java.util.Map<java.lang.String, java.lang.Object>)
15:28:46.819 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/gaoxin_app/api/v1/user/storekeeper_list],methods=[POST]}" onto public com.sl.ylyy.common.utils.Result1 com.sl.ylyy.app_1.controller.UserController_app1.getStoreKeepers(java.util.Map<java.lang.String, java.lang.Object>)
